REGION,GROUP,SUBGROUP,CLASS,LEVEL,CHART,SERIES_ID,CONSUMPTION
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Milk,3,0.7,A2326901A,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Cheese,3,0.4,A2326946F,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Ice cream and other dairy products,3,0.4,A2326991T,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,,2,0.0,A2330861W,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Fruit,3,0.1,A2330906R,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Vegetables,3,0.1,A2330951A,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,,2,0.7,A3603958A,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Eggs,3,0.4,A2327621A,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,"Jams, honey and spreads",3,0.6,A2327666F,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Food additives and condiments,3,0.8,A2329466X,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Oils and fats,3,0.5,A2329511X,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Snacks and confectionery,3,0.3,A2331716V,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Other food products n.e.c.,3,1.0,A2327756K,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,,2,0.7,A3603998V,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Coffee, tea and cocoa",3,0.3,A2327711F,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Waters, soft drinks and juices",3,0.7,A2331761F,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,,2,0.5,A2326271V,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Restaurant meals,3,0.3,A2327531W,
Adelaide,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Take away and fast foods,3,0.5,A2327576A,
Adelaide,ALCOHOL AND TOBACCO,,,1,0.5,A2326091K,
Adelaide,ALCOHOL AND TOBACCO,Alcoholic beverages,,2,0.6,A2326721T,
Adelaide,ALCOHOL AND TOBACCO,Alcoholic beverages,Spirits,3,0.8,A2328926J,
Adelaide,ALCOHOL AND TOBACCO,Alcoholic beverages,Wine,3,0.2,A2328881R,
Adelaide,ALCOHOL AND TOBACCO,Alcoholic beverages,Beer,3,0.0,A2328836C,
Adelaide,ALCOHOL AND TOBACCO,Tobacco,,2,0.9,A2326766W,
Adelaide,ALCOHOL AND TOBACCO,Tobacco,Tobacco,3,0.0,A2328971V,
Adelaide,CLOTHING AND FOOTWEAR,,,1,1.0,A2325911L,
Adelaide,CLOTHING AND FOOTWEAR,Garments,,2,0.7,A3604038C,
Adelaide,CLOTHING AND FOOTWEAR,Garments,Garments for men,3,0.3,A2329556C,
Adelaide,CLOTHING AND FOOTWEAR,Garments,Garments for women,3,0.2,A2329691V,
Adelaide,CLOTHING AND FOOTWEAR,Garments,Garments for infants and children,3,0.1,A2329736L,
Adelaide,CLOTHING AND FOOTWEAR,Footwear,,2,0.1,A2326361X,
Adelaide,CLOTHING AND FOOTWEAR,Footwear,Footwear for men,3,0.2,A2327891A,
Adelaide,CLOTHING AND FOOTWEAR,Footwear,Footwear for women,3,0.1,A2327936V,
Adelaide,CLOTHING AND FOOTWEAR,Footwear,Footwear for infants and children,3,0.9,A2327981F,
Adelaide,CLOTHING AND FOOTWEAR,Accessories and clothing services,,2,1.0,A2329781X,
Adelaide,CLOTHING AND FOOTWEAR,Accessories and clothing services,Accessories,3,0.4,A2329826T,
Adelaide,CLOTHING AND FOOTWEAR,Accessories and clothing services,"Cleaning, repair and hire of clothing and footwear",3,0.1,A2328026A,
Adelaide,HOUSING,,,1,0.3,A2325956T,
Adelaide,HOUSING,Rents,,2,0.6,A2331851K,
Adelaide,HOUSING,Rents,Rents,3,0.2,A2326406T,
Adelaide,HOUSING,New dwelling purchase by owner-occupiers,,2,0.3,A3604238W,
Adelaide,HOUSING,New dwelling purchase by owner-occupiers,New dwelling purchase by owner-occupiers,3,0.9,A2329916W,
Adelaide,HOUSING,Other housing,,2,0.0,A3603588C,
Adelaide,HOUSING,Other housing,Maintenance and repair of the dwelling,3,0.9,A2328071L,
Adelaide,HOUSING,Other housing,Property rates and charges,3,0.1,A2329961J,
Adelaide,HOUSING,Utilities,,2,0.7,A2326496J,
Adelaide,HOUSING,Utilities,Water and sewerage,3,0.5,A2329871C,
Adelaide,HOUSING,Utilities,Electricity,3,0.2,A2328116F,
Adelaide,HOUSING,Utilities,Gas and other household fuels,3,0.2,A2331896R,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",,,1,0.3,A2326001V,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,,2,0.7,A3604158W,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Furniture,3,0.6,A2328161T,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Carpets and other floor coverings,3,0.5,A3604198R,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,,2,0.4,A3604078W,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,Household textiles,3,1.0,A3604118C,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",,2,0.6,A2330006J,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Major household appliances,3,0.2,A2328251W,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Small electric household appliances,3,0.5,A2330996F,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools","Glassware, tableware and household utensils",3,0.7,A2331041J,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Tools and equipment for house and garden,3,0.4,A2328296A,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,,2,0.2,A2330051V,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Cleaning and maintenance products,3,0.7,A2328341A,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Personal care products,3,0.5,A2329196K,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Other non-durable household products,3,0.6,A2330096X,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,,2,0.5,A2330141X,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Child care,3,0.5,A2331581W,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Hairdressing and personal grooming services,3,0.6,A2329241K,
Adelaide,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Other household services,3,0.5,A2331671A,
Adelaide,HEALTH,,,1,0.5,A2331086L,
Adelaide,HEALTH,"Medical products, appliances and equipment",,2,0.3,A3603628K,
Adelaide,HEALTH,"Medical products, appliances and equipment",Pharmaceutical products,3,0.9,A2329151F,
Adelaide,HEALTH,"Medical products, appliances and equipment",Therapeutic appliances and equipment,3,0.0,A2329061A,
Adelaide,HEALTH,"Medical, dental and hospital services",,2,0.9,A3603668C,
Adelaide,HEALTH,"Medical, dental and hospital services",Medical and hospital services,3,0.9,A2329016R,
Adelaide,HEALTH,"Medical, dental and hospital services",Dental services,3,0.4,A2329106V,
Adelaide,TRANSPORT,,,1,0.9,A2326046X,
Adelaide,TRANSPORT,Private motoring,,2,0.9,A2326631L,
Adelaide,TRANSPORT,Private motoring,Motor vehicles,3,0.7,A2328566R,
Adelaide,TRANSPORT,Private motoring,Spare parts and accessories for motor vehicles,3,0.7,A2328701V,
Adelaide,TRANSPORT,Private motoring,Automotive fuel,3,0.9,A2328611R,
Adelaide,TRANSPORT,Private motoring,Maintenance and repair of motor vehicles,3,0.5,A2328746X,
Adelaide,TRANSPORT,Private motoring,Other services in respect of motor vehicles,3,0.6,A2328656V,
Adelaide,TRANSPORT,Urban transport fares,,2,0.4,A2326676T,
Adelaide,TRANSPORT,Urban transport fares,Urban transport fares,3,0.6,A2328791K,
Adelaide,COMMUNICATION,,,1,0.4,A2331176T,
Adelaide,COMMUNICATION,Communication,,2,0.6,A2326586L,
Adelaide,COMMUNICATION,Communication,Postal services,3,0.1,A2328476K,
Adelaide,COMMUNICATION,Communication,Telecommunication equipment and services,3,0.0,A2328521K,
Adelaide,RECREATION AND CULTURE,,,1,0.9,A2331221T,
Adelaide,RECREATION AND CULTURE,"Audio, visual and computing equipment and services",,2,0.5,A3603828C,
Adelaide,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing equipment",3,0.7,A2329286R,
Adelaide,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing media and services",3,0.3,A3603708K,
Adelaide,RECREATION AND CULTURE,"Newspapers, books and stationery",,2,0.6,A3603748C,
Adelaide,RECREATION AND CULTURE,"Newspapers, books and stationery",Books,3,0.0,A2330186C,
Adelaide,RECREATION AND CULTURE,"Newspapers, books and stationery","Newspapers, magazines and stationery",3,0.4,A3603788W,
Adelaide,RECREATION AND CULTURE,Holiday travel and accommodation,,2,0.3,A2326856A,
Adelaide,RECREATION AND CULTURE,Holiday travel and accommodation,Domestic holiday travel and accommodation,3,0.9,A2329331R,
Adelaide,RECREATION AND CULTURE,Holiday travel and accommodation,International holiday travel and accommodation,3,0.0,A2329376V,
Adelaide,RECREATION AND CULTURE,"Other recreation, sport and culture",,2,0.5,A2331356A,
Adelaide,RECREATION AND CULTURE,"Other recreation, sport and culture","Equipment for sports, camping and open-air recreation",3,0.5,A2330321J,
Adelaide,RECREATION AND CULTURE,"Other recreation, sport and culture","Games, toys and hobbies",3,0.1,A2330366L,
Adelaide,RECREATION AND CULTURE,"Other recreation, sport and culture",Pets and related products,3,0.7,A2328431F,
Adelaide,RECREATION AND CULTURE,"Other recreation, sport and culture",Veterinary and other services for pets,3,0.4,A2328386F,
Adelaide,RECREATION AND CULTURE,"Other recreation, sport and culture",Sports participation,3,0.5,A2330411L,
Adelaide,RECREATION AND CULTURE,"Other recreation, sport and culture","Other recreational, sporting and cultural services",3,0.6,A2330456T,
Adelaide,EDUCATION,,,1,0.2,A2331401A,
Adelaide,EDUCATION,Education,,2,0.8,A2329421V,
Adelaide,EDUCATION,Education,Preschool and primary education,3,0.4,A2331446F,
Adelaide,EDUCATION,Education,Secondary education,3,1.0,A2331491T,
Adelaide,EDUCATION,Education,Tertiary education,3,0.8,A2331536K,
Adelaide,INSURANCE AND FINANCIAL SERVICES,,,1,0.1,A2332571K,
Adelaide,INSURANCE AND FINANCIAL SERVICES,Insurance,,2,0.6,A3602808A,
Adelaide,INSURANCE AND FINANCIAL SERVICES,Insurance,Insurance,3,1.0,A3602853L,
Adelaide,INSURANCE AND FINANCIAL SERVICES,Financial services,,2,0.2,A3604253V,
Adelaide,INSURANCE AND FINANCIAL SERVICES,Financial services,Deposit and loan facilities (direct charges),3,0.5,A3603868W,
Adelaide,INSURANCE AND FINANCIAL SERVICES,Financial services,Other financial services,3,0.1,A2332751V,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,,,1,0.2,A2325871F,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,,2,0.9,A2326186A,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Bread,3,0.8,A2327041F,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Cakes and biscuits,3,0.0,A2327086K,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Breakfast cereals,3,0.9,A2327131K,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Other cereal products,3,0.7,A2327176R,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,,2,0.1,A2326231A,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Beef and veal,3,0.8,A2327221R,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Pork,3,0.6,A3603923A,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Lamb and goat,3,0.7,A2327266V,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Poultry,3,0.4,A2327356X,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Other meats,3,0.9,A2327446C,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Fish and other seafood,3,0.0,A2327491R,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,,2,0.8,A2326141W,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Milk,3,0.4,A2326906L,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Cheese,3,0.9,A2326951X,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Ice cream and other dairy products,3,0.7,A2326996C,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,,2,0.6,A2330866J,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Fruit,3,0.7,A2330911J,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Vegetables,3,0.8,A2330956L,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,,2,0.1,A3603963V,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Eggs,3,0.4,A2327626L,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,"Jams, honey and spreads",3,0.1,A2327671X,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Food additives and condiments,3,0.9,A2329471T,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Oils and fats,3,0.5,A2329516K,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Snacks and confectionery,3,0.8,A2331721L,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Other food products n.e.c.,3,0.8,A2327761C,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,,2,0.3,A3604003C,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Coffee, tea and cocoa",3,0.7,A2327716T,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Waters, soft drinks and juices",3,0.7,A2331766T,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,,2,0.1,A2326276F,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Restaurant meals,3,0.2,A2327536J,
Perth,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Take away and fast foods,3,0.5,A2327581V,
Perth,ALCOHOL AND TOBACCO,,,1,0.0,A2326096W,
Perth,ALCOHOL AND TOBACCO,Alcoholic beverages,,2,0.2,A2326726C,
Perth,ALCOHOL AND TOBACCO,Alcoholic beverages,Spirits,3,0.6,A2328931A,
Perth,ALCOHOL AND TOBACCO,Alcoholic beverages,Wine,3,0.7,A2328886A,
Perth,ALCOHOL AND TOBACCO,Alcoholic beverages,Beer,3,0.4,A2328841W,
Perth,ALCOHOL AND TOBACCO,Tobacco,,2,0.8,A2326771R,
Perth,ALCOHOL AND TOBACCO,Tobacco,Tobacco,3,1.0,A2328976F,
Perth,CLOTHING AND FOOTWEAR,,,1,0.1,A2325916X,
Perth,CLOTHING AND FOOTWEAR,Garments,,2,0.4,A3604043W,
Perth,CLOTHING AND FOOTWEAR,Garments,Garments for men,3,0.6,A2329561W,
Perth,CLOTHING AND FOOTWEAR,Garments,Garments for women,3,0.6,A2329696F,
Perth,CLOTHING AND FOOTWEAR,Garments,Garments for infants and children,3,0.9,A2329741F,
Perth,CLOTHING AND FOOTWEAR,Footwear,,2,0.6,A2326366K,
Perth,CLOTHING AND FOOTWEAR,Footwear,Footwear for men,3,0.3,A2327896L,
Perth,CLOTHING AND FOOTWEAR,Footwear,Footwear for women,3,1.0,A2327941L,
Perth,CLOTHING AND FOOTWEAR,Footwear,Footwear for infants and children,3,0.5,A2327986T,
Perth,CLOTHING AND FOOTWEAR,Accessories and clothing services,,2,0.8,A2329786K,
Perth,CLOTHING AND FOOTWEAR,Accessories and clothing services,Accessories,3,0.7,A2329831K,
Perth,CLOTHING AND FOOTWEAR,Accessories and clothing services,"Cleaning, repair and hire of clothing and footwear",3,0.7,A2328031V,
Perth,HOUSING,,,1,0.5,A2325961K,
Perth,HOUSING,Rents,,2,0.6,A2331856W,
Perth,HOUSING,Rents,Rents,3,0.9,A2326411K,
Perth,HOUSING,New dwelling purchase by owner-occupiers,,2,0.8,A3604243R,
Perth,HOUSING,New dwelling purchase by owner-occupiers,New dwelling purchase by owner-occupiers,3,0.4,A2329921R,
Perth,HOUSING,Other housing,,2,0.4,A3603593W,
Perth,HOUSING,Other housing,Maintenance and repair of the dwelling,3,0.1,A2328076X,
Perth,HOUSING,Other housing,Property rates and charges,3,0.6,A2329966V,
Perth,HOUSING,Utilities,,2,0.0,A2326501R,
Perth,HOUSING,Utilities,Water and sewerage,3,0.8,A2329876R,
Perth,HOUSING,Utilities,Electricity,3,0.3,A2328121X,
Perth,HOUSING,Utilities,Gas and other household fuels,3,0.2,A2331901W,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",,,1,0.8,A2326006F,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,,2,0.7,A3604163R,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Furniture,3,0.6,A2328166C,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Carpets and other floor coverings,3,0.8,A3604203W,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,,2,0.4,A3604083R,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,Household textiles,3,0.5,A3604123W,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",,2,1.0,A2330011A,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Major household appliances,3,0.8,A2328256J,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Small electric household appliances,3,0.0,A2331001R,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools","Glassware, tableware and household utensils",3,0.0,A2331046V,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Tools and equipment for house and garden,3,0.5,A2328301J,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,,2,0.2,A2330056F,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Cleaning and maintenance products,3,0.7,A2328346L,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Personal care products,3,0.1,A2329201T,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Other non-durable household products,3,0.5,A2330101F,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,,2,0.0,A2330146K,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Child care,3,0.8,A2331586J,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Hairdressing and personal grooming services,3,1.0,A2329246W,
Perth,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Other household services,3,0.6,A2331676L,
Perth,HEALTH,,,1,0.5,A2331091F,
Perth,HEALTH,"Medical products, appliances and equipment",,2,0.1,A3603633C,
Perth,HEALTH,"Medical products, appliances and equipment",Pharmaceutical products,3,0.3,A2329156T,
Perth,HEALTH,"Medical products, appliances and equipment",Therapeutic appliances and equipment,3,0.9,A2329066L,
Perth,HEALTH,"Medical, dental and hospital services",,2,0.6,A3603673W,
Perth,HEALTH,"Medical, dental and hospital services",Medical and hospital services,3,0.7,A2329021J,
Perth,HEALTH,"Medical, dental and hospital services",Dental services,3,0.5,A2329111L,
Perth,TRANSPORT,,,1,0.4,A2326051T,
Perth,TRANSPORT,Private motoring,,2,0.2,A2326636X,
Perth,TRANSPORT,Private motoring,Motor vehicles,3,0.5,A2328571J,
Perth,TRANSPORT,Private motoring,Spare parts and accessories for motor vehicles,3,0.7,A2328706F,
Perth,TRANSPORT,Private motoring,Automotive fuel,3,0.3,A2328616A,
Perth,TRANSPORT,Private motoring,Maintenance and repair of motor vehicles,3,0.0,A2328751T,
Perth,TRANSPORT,Private motoring,Other services in respect of motor vehicles,3,0.4,A2328661L,
Perth,TRANSPORT,Urban transport fares,,2,0.8,A2326681K,
Perth,TRANSPORT,Urban transport fares,Urban transport fares,3,0.8,A2328796W,
Perth,COMMUNICATION,,,1,0.6,A2331181K,
Perth,COMMUNICATION,Communication,,2,0.6,A2326591F,
Perth,COMMUNICATION,Communication,Postal services,3,0.9,A2328481C,
Perth,COMMUNICATION,Communication,Telecommunication equipment and services,3,0.1,A2328526W,
Perth,RECREATION AND CULTURE,,,1,0.8,A2331226C,
Perth,RECREATION AND CULTURE,"Audio, visual and computing equipment and services",,2,0.5,A3603833W,
Perth,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing equipment",3,0.8,A2329291J,
Perth,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing media and services",3,0.7,A3603713C,
Perth,RECREATION AND CULTURE,"Newspapers, books and stationery",,2,0.1,A3603753W,
Perth,RECREATION AND CULTURE,"Newspapers, books and stationery",Books,3,0.7,A2330191W,
Perth,RECREATION AND CULTURE,"Newspapers, books and stationery","Newspapers, magazines and stationery",3,0.6,A3603793R,
Perth,RECREATION AND CULTURE,Holiday travel and accommodation,,2,0.6,A2326861V,
Perth,RECREATION AND CULTURE,Holiday travel and accommodation,Domestic holiday travel and accommodation,3,0.1,A2329336A,
Perth,RECREATION AND CULTURE,Holiday travel and accommodation,International holiday travel and accommodation,3,1.0,A2329381L,
Perth,RECREATION AND CULTURE,"Other recreation, sport and culture",,2,0.3,A2331361V,
Perth,RECREATION AND CULTURE,"Other recreation, sport and culture","Equipment for sports, camping and open-air recreation",3,0.5,A2330326V,
Perth,RECREATION AND CULTURE,"Other recreation, sport and culture","Games, toys and hobbies",3,0.2,A2330371F,
Perth,RECREATION AND CULTURE,"Other recreation, sport and culture",Pets and related products,3,0.6,A2328436T,
Perth,RECREATION AND CULTURE,"Other recreation, sport and culture",Veterinary and other services for pets,3,0.3,A2328391X,
Perth,RECREATION AND CULTURE,"Other recreation, sport and culture",Sports participation,3,0.8,A2330416X,
Perth,RECREATION AND CULTURE,"Other recreation, sport and culture","Other recreational, sporting and cultural services",3,0.5,A2330461K,
Perth,EDUCATION,,,1,0.8,A2331406L,
Perth,EDUCATION,Education,,2,0.2,A2329426F,
Perth,EDUCATION,Education,Preschool and primary education,3,0.6,A2331451X,
Perth,EDUCATION,Education,Secondary education,3,0.5,A2331496C,
Perth,EDUCATION,Education,Tertiary education,3,0.2,A2331541C,
Perth,INSURANCE AND FINANCIAL SERVICES,,,1,0.6,A2332576W,
Perth,INSURANCE AND FINANCIAL SERVICES,Insurance,,2,0.5,A3602813V,
Perth,INSURANCE AND FINANCIAL SERVICES,Insurance,Insurance,3,0.8,A3602858X,
Perth,INSURANCE AND FINANCIAL SERVICES,Financial services,,2,0.4,A3604258F,
Perth,INSURANCE AND FINANCIAL SERVICES,Financial services,Deposit and loan facilities (direct charges),3,0.0,A3603873R,
Perth,INSURANCE AND FINANCIAL SERVICES,Financial services,Other financial services,3,0.7,A2332756F,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,,,1,0.6,A2325876T,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,,2,0.1,A2326191V,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Bread,3,0.5,A2327046T,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Cakes and biscuits,3,0.6,A2327091C,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Breakfast cereals,3,0.6,A2327136W,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Other cereal products,3,0.3,A2327181J,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,,2,0.5,A2326236L,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Beef and veal,3,0.7,A2327226A,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Pork,3,0.5,A3603928L,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Lamb and goat,3,0.4,A2327271L,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Poultry,3,0.5,A2327361T,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Other meats,3,0.8,A2327451W,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Fish and other seafood,3,0.6,A2327496A,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,,2,0.6,A2326146J,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Milk,3,0.8,A2326911F,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Cheese,3,0.4,A2326956K,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Ice cream and other dairy products,3,0.4,A2327001L,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,,2,0.6,A2330871A,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Fruit,3,0.8,A2330916V,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Vegetables,3,0.2,A2330961F,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,,2,0.5,A3603968F,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Eggs,3,0.1,A2327631F,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,"Jams, honey and spreads",3,1.0,A2327676K,
